"Metabolite","Dilution","Concentration","ChromIntensities","OwnBorderIntensities","Batch_Id"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.05,-99,-99,-99,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.1,-99,-99,-99,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.2,3741.81478,962687,NA,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.5,9354.53695,3936071,NA,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",1,18709.0739,15141111,NA,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.02,-99,-99,-99,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.05,-99,-99,-99,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.1,5428.807969,1311539,NA,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.2,10857.615938,5598645,NA,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.5,27144.039845,28984843,NA,"e18060cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",1,54288.07969,111007921,NA,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.02,-99,-99,-99,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.05,-99,-99,-99,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.1,-99,-99,-99,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.2,16297.70474,718115,NA,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.5,40744.26185,25434480,NA,"e18060cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",1,81488.5237,139169085,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.005,1454.016721,3660112,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.01,2908.033442,12061661,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.02,5816.066884,16598970,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.05,14540.16721,32532192,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.1,29080.33442,65822854,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.2,58160.66884,87766508,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.5,145401.6721,187168543,NA,"e18061cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",1,290803.3442,278478487,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.005,2230.9477065,49654166,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.01,4461.895413,50051179,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.02,8923.790826,69912345,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.05,22309.477065,143488195,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.1,44618.95413,313215032,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.2,89237.90826,620612210,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.5,223094.77065,1862299804,NA,"e18061cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",1,446189.5413,4301845367,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.005,213.40162185,180988,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.01,426.8032437,642126,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.02,853.6064874,913939,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.05,2134.0162185,1082334,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.1,4268.032437,2182170,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.2,8536.064874,3636425,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.5,21340.162185,8441469,NA,"e18061cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",1,42680.32437,18886082,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.005,56.12302165,973607,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.01,112.2460433,4780409,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.02,224.4920866,6178431,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.05,561.2302165,17155162,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.1,1122.460433,38267027,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.2,2244.920866,92929078,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.5,5612.302165,343334916,NA,"e18061cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",1,11224.60433,836641935,NA,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.005,-99,-99,-99,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.01,-99,-99,-99,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.02,-99,-99,-99,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.05,3330.225123,843154,NA,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.1,6660.450246,1670055,NA,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.2,13320.900492,4450611,NA,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.5,33302.25123,21195780,NA,"e18061cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",1,66604.50246,69873535,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.005,-99,-99,-99,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.01,914.8433331,1187625,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.02,1829.6866662,2615189,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.05,4574.2166655,5600032,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.1,9148.433331,12813487,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.2,18296.866662,26828472,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.5,45742.166655,96152154,NA,"e18061cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",1,91484.33331,232516096,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.005,-99,-99,-99,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.01,288.184438,1030797,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.02,576.368876,1640393,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.05,1440.92219,4598676,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.1,2881.84438,11845282,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.2,5763.68876,24119213,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.5,14409.2219,69726900,NA,"e18061cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",1,28818.4438,154998064,NA,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.005,-99,-99,-99,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.01,608.0083384,1086247,NA,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.02,1216.0166768,1982976,NA,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.05,3040.041692,4939916,NA,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.1,-99,-99,-99,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.2,12160.166768,21241468,NA,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.5,30400.41692,83777336,NA,"e18061cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",1,60800.83384,203912333,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.005,-99,-99,-99,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.01,381.155664,1256777,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.02,762.311328,2023627,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.05,1905.77832,5552396,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.1,3811.55664,11109507,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.2,7623.11328,22706977,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.5,19057.7832,91009676,NA,"e18061cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",1,38115.5664,219891971,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.005,213.40162185,217052,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.01,426.8032437,458871,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.02,853.6064874,779038,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.05,2134.0162185,2051491,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.1,4268.032437,4848061,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.2,8536.064874,13276273,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.5,21340.162185,74042360,NA,"e18061cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",1,42680.32437,166564411,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.005,-99,-99,-99,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.01,1141.87839,3767556,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.02,2283.75678,4810431,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.05,5709.39195,9937353,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.1,11418.7839,17714395,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.2,22837.5678,41451090,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.5,57093.9195,147129539,NA,"e18061cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",1,114187.839,342693982,NA,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.005,-99,-99,-99,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.01,-99,-99,-99,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.02,1829.6866662,2583591,NA,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.05,4574.2166655,7107460,NA,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.1,9148.433331,18523586,NA,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.2,18296.866662,50130975,NA,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.5,45742.166655,245255709,NA,"e18061cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",1,91484.33331,627900871,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.005,134.9819124,31673349,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.01,269.9638248,42040253,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.02,539.9276496,40747316,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.05,1349.819124,57940590,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.1,2699.638248,90762621,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.2,5399.276496,161181866,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.5,13498.19124,399938845,NA,"e18061cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",1,26996.38248,938235531,NA,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.005,-99,-99,-99,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.01,-99,-99,-99,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.02,762.311328,298253,NA,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.05,1905.77832,935527,NA,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.1,3811.55664,3664855,NA,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.2,7623.11328,9331398,NA,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.5,19057.7832,68244032,NA,"e18061cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",1,38115.5664,152061200,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.005,-99,-99,-99,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.01,1678.979181,1495703,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.02,3357.958362,3482993,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.05,8394.895905,7345466,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.1,16789.79181,15099785,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.2,33579.58362,34264138,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",0.5,83948.95905,136959127,NA,"e18061cz"
"Threonine_(2TMS)_BP_RI:1303_IDENT:C+D",1,167897.9181,283922744,NA,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.005,-99,-99,-99,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.01,-99,-99,-99,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.02,-99,-99,-99,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.05,3040.041692,381111,NA,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.1,6080.083384,1198506,NA,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.2,12160.166768,3754905,NA,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",0.5,30400.41692,36312424,NA,"e18061cz"
"Proline_(2TMS)_MP_RI:1305_IDENT:A+B",1,60800.83384,71578244,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.005,333.0225123,1468385,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.01,666.0450246,2651773,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.02,1332.0900492,5492995,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.05,3330.225123,12182574,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.1,6660.450246,21200032,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.2,13320.900492,36423416,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",0.5,33302.25123,138309304,NA,"e18061cz"
"Glycine_(3TMS)_MP_RI:1314_IDENT:A+C",1,66604.50246,241729510,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.005,-99,-99,-99,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.01,423.4058769,511697,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.02,846.8117538,1060534,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.05,2117.0293845,2381450,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.1,4234.058769,4783265,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.2,8468.117538,11589669,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",0.5,21170.293845,41709723,NA,"e18061cz"
"Succinic acid_(2TMS)_MP_RI:1327_IDENT:A+D",1,42340.58769,102626672,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.005,217.39130435,596749,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.01,-99,-99,-99,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.02,869.5652174,944164,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.05,2173.9130435,2086881,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.1,4347.826087,3618966,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.2,8695.652174,8151514,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",0.5,21739.130435,37656537,NA,"e18061cz"
"Glyceric acid_(3TMS)_MP_RI:1342_IDENT:A+B",1,43478.26087,96180621,NA,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.005,-99,-99,-99,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.01,-99,-99,-99,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.02,-99,-99,-99,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.05,1338.2103665,2828005,NA,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.1,2676.420733,5966361,NA,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.2,5352.841466,15190224,NA,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",0.5,13382.103665,85210423,NA,"e18061cz"
"Uracil_(2TMS)_MP_RI:1350_IDENT:A+C",1,26764.20733,226954894,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.005,-99,-99,-99,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.01,344.6196261,523759,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.02,689.2392522,1162855,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.05,1723.0981305,2880954,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.1,3446.196261,5812969,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.2,6892.392522,14143306,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",0.5,17230.981305,57443564,NA,"e18061cz"
"Fumaric acid_(2TMS)_MP_RI:1366_IDENT:A+C",1,34461.96261,146194364,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.005,-99,-99,-99,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.01,112.2460433,400244,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.02,224.4920866,575049,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.05,561.2302165,1679290,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.1,1122.460433,2415688,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.2,2244.920866,3858881,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",0.5,5612.302165,21814301,NA,"e18061cz"
"Alanine_(3TMS)_MP_RI:1367_IDENT:B+C",1,11224.60433,38292707,NA,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.005,-99,-99,-99,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.01,-99,-99,-99,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.02,-99,-99,-99,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.05,-99,-99,-99,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.1,11418.7839,1904321,NA,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.2,22837.5678,6601394,NA,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",0.5,57093.9195,77559398,NA,"e18061cz"
"Serine_(3TMS)_MP_RI:1373_IDENT:C+D",1,114187.839,271660489,NA,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.005,-99,-99,-99,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.01,-99,-99,-99,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.02,-99,-99,-99,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.05,8394.895905,598469,NA,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.1,16789.79181,2171967,NA,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.2,33579.58362,9320019,NA,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",0.5,83948.95905,99700492,NA,"e18061cz"
"Threonine_(3TMS)_MP_RI:1397_IDENT:C+D",1,167897.9181,375670158,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.005,171.1156742,415666,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.01,342.2313484,905230,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.02,684.4626968,1797565,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.05,1711.156742,2081787,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.1,3422.313484,4287546,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.2,6844.626968,10797355,NA,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",0.5,-99,-99,-99,"e18061cz"
"Glutaric acid_(2TMS)_MP_RI:1418_IDENT:A+B",1,-99,-99,-99,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.005,-99,-99,-99,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.01,-99,-99,-99,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.02,-99,-99,-99,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.05,335.09818375,796932,NA,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.1,670.1963675,1230558,NA,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.2,1340.392735,2759405,NA,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",0.5,3350.9818375,9445351,NA,"e18061cz"
"Methionine_(1TMS)_BP_RI:1422_IDENT:C+D",1,6701.963675,15989823,NA,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.005,-99,-99,-99,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.01,-99,-99,-99,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.02,-99,-99,-99,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.05,561.2302165,294379,NA,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.1,1122.460433,542022,NA,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.2,2244.920866,1452096,NA,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",0.5,5612.302165,11920165,NA,"e18061cz"
"Alanine_ beta-_(3TMS)_MP_RI:1435_IDENT:A+D",1,11224.60433,26009236,NA,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.005,-99,-99,-99,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.01,-99,-99,-99,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.02,-99,-99,-99,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.05,-99,-99,-99,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.1,1502.516715,1782986,NA,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.2,3005.03343,4761619,NA,"e18061cz"
"Aspartic acid_(2TMS)_BP_RI:1433_IDENT:A+C",0.5,7512.583575,27126203,NA,"e18061cz"
